TS938.4 轻工业、手工业;工艺美术制品工业;民间工艺美术制品;木偶制作;
O611.62 化学;无机化学;化学元素与无机化合物;氧化物、过氧化物;
TQ171.6+3 化学工业;硅酸盐工业;玻璃工业;生产过程与设备;成型工艺;
O632.14 化学;高分子化学（高聚物）;碳链聚合物;不饱和烃聚合物;二烯烃聚合物;
O626.5 化学;有机化学;杂环化合物;七节杂环;
TS912+.4 五金制品工业;原材料及辅料;铜及铜合金;
TU512.1 金属材料;有色金属、稀有金属及其合金材料;铜及铜合金;
O626.3 化学;有机化学;杂环化合物;含单异原子的六节杂环;
TQ128+.1 化学工业;非金属元素及其无机化合物化学工业;硼及其无机化合物;硼;
P578.3+1 地质学;矿物学;矿物分类;卤化物;氟化物;
TQ565+.2 化学工业;爆炸物工业、火柴工业;点火、点爆材料;雷管;
O629.11+2 化学;有机化学;天然化合物;碳水化合物、糖;单糖及其衍生物;单糖;
TQ326.56 化学工业;聚合类树脂及塑料;聚醚类;聚硫醚;
TQ132.1 化学工业;金属元素的无机化合物化学工业;铍的无机化合物;
TU512.1 金属材料;有色金属、稀有金属及其合金材料;铜及铜合金;
TQ613.3 化学工业;染料及中间体工业;各种结构的合成染料;靛系染料;
TQ644.14 化学工业;油脂和蜡的化学加工工业、肥皂工业;生产工艺;植物油制备方法;萃取法取油;
TQ644.13 化学工业;油脂和蜡的化学加工工业、肥皂工业;生产工艺;植物油制备方法;压榨法取油;
TQ426.65 化学工业;试剂与纯化学品的生产;催化剂;催化剂制备工艺;催化剂载体;
TQ613.1+4 化学工业;染料及中间体工业;各种结构的合成染料;偶氮染料;四偶氮染料;
TQ613.1+3 化学工业;染料及中间体工业;各种结构的合成染料;偶氮染料;三偶氮染料;
TQ613.1+2 化学工业;染料及中间体工业;各种结构的合成染料;偶氮染料;双偶氮染料;
O633.22+1 化学;高分子化学;杂链聚合物;聚酰胺;内酰胺缩合作用的聚合物;
TG146.2+4 金属学与金属工艺;金属学;金属材料;有色金属及其合金;轻有色金属及其合金;铍;
TQ171.5 化学工业;硅酸盐工业;玻璃工业;生产机械制造;
[TQ351.7] 化学工业;纤维素质的化学加工工业;虫胶工业;
TQ645.9+4 化学工业;油脂和蜡的化学加工工业;副产品加工及利用;松香;
TV42+1.6 水工材料;水泥;水泥;快硬硅酸盐水泥;
{TQ352.61} 化学工业;纤维素化学加工工业;生产工艺;硝酸纤维素酯（硝化纤维素）;
O626.13 化学;有机化学;杂环化合物;含单异原子的五节杂环;氮杂茂族;
TQ352.79 化学工业;纤维素质的化学加工工业;纤维素化学加工工业;产品;纤维素及其衍生物;
TQ330.55 化学工业;橡胶工业;一般性问题;橡胶及胶乳生产工艺;胶乳生产工艺;
O626.3 化学;有机化学;杂环化合物;含单异原子的六节杂环;
O782+.8 化学;晶体学;晶体生长;晶体生长工艺;固相-固相反应、应变退火法;
O782+.8 化学;晶体学;晶体生长;晶体生长工艺;固相-固相反应、应变退火法;
TQ431.3 化学工业;胶粘剂工业;动物胶;明胶;
TQ134.2 化学工业;金属元素的无机化合物;钍的无机化合物;
O626.5 化学;化学;有机化学;杂环化合物;七节杂环;
TS262.8 食品工业;酿造工业;各种酒及其制造;配制酒;
O782+.9 化学;晶体学;晶体生长;晶体生长工艺;其他生长方法;
TQ343+.42 化学工业;化学纤维工业;无机纤维;矿物纤维;石棉纤维;
TQ171.77 化学工业;硅酸盐工业;玻璃工业;各种玻璃产品;玻璃纤维;
V261.5+2 航空制造工艺;制造工艺过程及设备;电解加工、电化学加工;电铸;
TS262.5 酿造工业;各种酒及其制造;啤酒;
[TQ625] 化学工业;颜料工业;有机颜料、色淀;
TQ616.8 化学工业;染料及中间体工业;各种性能的合成染料;有机颜料和色淀;
TS262.5 酿造工业;各种酒及其制造;啤酒;
TQ441.12 化学肥料工业;氮肥;铵态氮肥;硝酸铵;
TM925.33 电工技术;电气化、电能应用;家用电器及其他电器设备;清洁卫生用电器;洗衣机;
TS184.9 轻工业、手工业;纺织工业、染整工业;针织;针织工艺;针织新工艺;
TM925.33 电工技术;电气化、电能应用;家用电器及其他电器设备;清洁卫生用电器;洗衣机;
TS103.3 轻工业、手工业;纺织工业、染整工业;一般性问题;纺织工业机械与设备;机织设备;
TM925.35 电工技术;电气化、电能应用;家用电器及其他电器设备;清洁卫生用电器;电熨斗;
TS102.9 轻工业、手工业;纺织工业、染整工业;一般性问题;纺织纤维（纺织原材料）;废纤维的回收与利用;
TS734+.8 轻工业、手工业;造纸工业;机械与设备;造纸机械;辅助设备;
TS186.4 轻工业、手工业;纺织工业、染整工业;针织;各类针织物;花边及装饰物;
TS106.5 轻工业、手工业;纺织工业、染整工业;一般性问题;混纺织物;普通织物;
TS105 轻工业、手工业;纺织工业、染整工业;一般性问题;机织（织造工艺）;
TS152.2 轻工业、手工业;纺织工业、染整工业;化学纤维纺织;机械与设备;纺纱设备;
TS734+.4 轻工业、手工业;造纸工业;机械与设备;造纸机械;长网造纸机;
TS734+.3 轻工业、手工业;造纸工业;机械与设备;造纸机械;圆网造纸机;
TQ340.61 化学纤维工业;一般性问题;生产工艺;纺丝原液制备;
TQ340.68 化学工业;化学纤维工业;一般性问题;生产工艺;回收与利用;
TS102.9 纺织工业、染整工业;一般性问题;纺织纤维（纺织原材料）;废纤维的回收与利用;
TS104.5 纺织工业;一般性问题;纺纱理论与纺纱工艺;混纺;
TS755 造纸工业;造纸工艺;干燥、压光;
TS737+.7 造纸工业;机械与设备;辅助设备器材;刀片;
TS183.3 纺织工业、染整工业;针织;针织用机具;经编针织机;
TS182+.7 纺织工业;针织;原料（针织用纱）;花式纱;
TQ342+.9 化学工业;化学纤维工业;合成纤维;其他改性合成纤维;
J523.3 中国工艺美术;织染、服装、刺绣工艺美术;地毯、挂毯;
TS754 轻工业、手工业;造纸工业;造纸工艺;上网、压榨;
TM925.33 电工技术;电气化、电能应用;家用电器及其他电器设备;清洁卫生用电器;洗衣机;
TS194.5 工业技术;轻工业、手工业;纺织工业、染整工业;染整工业;印花;印花后处理;
TM925.33 电能应用;家用电器及其他电器设备;清洁卫生用电器;洗衣机;
TS174.6 轻工业、手工业;纺织工业、染整工业;非织造布;非织造布工艺;针刺法工艺;
TS176+.7 轻工业、手工业;纺织工业;非织造布;各类非织造布;服装衬垫、棉絮;
TQ340.41 化学工业;化学纤维工业;一般性问题;原料与辅助物料;再生纤维原料;
TU57+3.1 建筑科学;建筑材料;防水、防潮材料，嵌缝、密封材料;油毡、防水卷材;油毛毡、油毡纸;
TS183.4 纺织工业、染整工业;针织;针织用机具;纬编针织机
TQ615.3 化学工业;染料及中间体工业;各种性能的合成染料;碱性染料;
TQ613.1+1 化学工业;染料及中间体工业;各种结构的合成染料;偶氮染料;单偶氮染料;
TM925.33 电气化、电能应用;家用电器及其他电器设备;清洁卫生用电器;洗衣机;
TS762.2 造纸工业;产品;各种加工纸;涂布加工纸;
TS186.4 轻工业、手工业;纺织工业、染整工业;针织;各类针织物;花边及装饰物;
TS749+.7 造纸工业;制浆工艺;各种纸浆;废纸浆;
TS749+.7 造纸工业;制浆工艺;各种纸浆;废纸浆;
TS734+.4 轻工业、手工业;造纸工业;机械与设备;造纸机械;长网造纸机;
TS749+.1 轻工业、手工业;造纸工业;制浆工艺;各种纸浆;木浆;
TS146 轻工业、手工业;纺织工业、染整工业;丝纺织;丝纺织物;
TS176+.2 纺织工业、染整工业;非织造布;各类非织造布;粘合法非织造布;
TS174.4 纺织工业、染整工业;非织造布;非织造布工艺;化学粘合工艺;
TS733+.2 轻工业、手工业;造纸工业;机械与设备;制浆机械;蒸煮设备;
TS174.6 纺织工业、染整工业;非织造布;非织造布工艺;针刺法工艺;
TS176+.3 纺织工业、染整工业;非织造布;各类非织造布;针刺法非织造布;
TS184.3 纺织工业;针织;针织工艺;经编工艺;
TS152.2 纺织工业、染整工业;化学纤维纺织;机械与设备;纺纱设备;
TS183.2 纺织工业、染整工业;针织;针织用机具;准备机械;
TS183.6 纺织工业、染整工业;针织;针织用机具;手套机;
TM925.35 家用电器;清洁卫生用电器;电熨斗;
TS653.6 木材加工工业;人造板生产;纤维板;
TS749+.6 造纸工业;制浆工艺;各种纸浆;蔗渣浆;
TS749+.4 造纸工业;制浆工艺;各种纸浆;棉浆、麻浆;
{TQ613.2+3} 染料及中间体工业;各种结构的合成染料;蒽醌染料;媒染染料;
{TQ613.2+5} 染料及中间体工业;各种结构的合成染料;蒽醌染料;还原染料;
TQ613.2+4 染料及中间体工业;各种结构的合成染料;蒽醌染料;分散染料;
TD431 矿业工程;矿山机械;水力采矿机械化设备;水力采掘机械;
U443.21 交通运输;公路运输;桥涵工程;桥梁构造;墩台结构（下部结构）;桥台;
U468.5 交通运输;公路运输;汽车工程;汽车制造厂;车库;
U418.6+1 交通运输;公路运输;道路工程;道路养护与维修;路面的养护与维修;洒水、清扫、防尘;
TD422 矿业工程;矿山机械;采掘机械;露天矿采掘机械;
U616+.6 交通运输;水路运输;航道工程;疏浚工程;排泥、输泥泵站;
TD521 工业技术;矿业工程;矿山运输与设备;井下运输与设备;自重运输与设备;
TD55 工业技术;矿业工程;矿山运输与设备;斜井运输;
U418.6+1 公路运输;道路工程;道路养护与维修;路面的养护与维修;洒水、清扫、防尘;
U213.2 交通运输;铁路运输;铁路线路工程;线路构造;轨道;
TD744 矿山安全与劳动保护;矿山排水与堵水;排水、堵水设备及排水系统;
TD743 矿业工程;矿山安全与劳动保护;矿山排水与堵水;排水、堵水方法;
U453.6+1 隧道工程;隧道建筑物与设备;防排水、防排水设备;地下水及涌水防治措施及设备;
TD236 矿业工程;矿山设计与建设;凿岩爆破工程;掏槽方法;
P634.4+1 地质、矿产普查与勘探;钻探工程;钻头、钻具及工具;钻头;
TE921 石油机械设备与自动化;钻井机械设备;钻头、钻具与工具;
U455.91 公路运输;隧道工程;隧道施工;隧道衬砌施工;
TU991.41 建筑科学;市政工程;给水工程（上水道工程）;工业企业给水;给水系统;
TU755.2+1 建筑科学;建筑施工;各项工程与工种;模板工程;各种模板;
TU532+.62 建筑科学;建筑材料;建筑化工材料;建筑塑料制品;塑料屋面材料;
U641.3+21 水路运输;通航建筑物;船闸;船闸尺度与构造;船闸输水系统;泄水设施;
U641.6+43 水路运输;通航建筑物与助航设备;船闸;各种船闸;井室船闸;
U213.2+1 铁路运输;铁路线路工程;线路构造;轨道;轨道结构、轨道设计;
[TU279.7+2] 建筑科学;建筑设计;工业建筑;构筑物;桥梁;
U448.22+4 各种桥梁;桥梁：按结构分;拱式桥;桁架拱桥;
U448.27 公路运输;桥涵工程;各种桥梁;桥梁：按结构分;斜拉桥;
TU226 建筑科学;建筑设计;房屋细部构造设计;遮阳蓬、雨蓬;
V229+.4 航空;飞机构造与设计;航空机械元件、标准件;锁扣;
U215.5+4 铁路运输;铁路线路工程;线路施工;铺轨工程;无缝线路铺设;
TU823.4 建筑科学;房屋建筑设备;排水设备;下水道的通气系统;
TV673+.2 水利工程;水利枢纽、水工建筑物;引水工程;冲砂放淤设施;冲砂闸;
TV651.1 水利工程;水利枢纽、水工建筑物;泄水建筑物;河岸泄水建筑物;溢洪道;
U418.3+24 公路运输;道路工程;道路养护与维修;机动养路机械与设备;洒水车;
TV675 水利工程;水利枢纽、水工建筑物;取水、引水工程;泵站;
TU731.2 建筑科学;建筑施工;施工设备;现场设备;脚手架;
TE922 石油、天然气工业;石油机械设备与自动化;钻井机械设备;钻机;
TE923 石油、天然气工业;石油机械设备与自动化;钻井机械设备;井架;
TU731.2 建筑科学;建筑施工;施工设备;现场设备;脚手架;
TU621 建筑科学;建筑施工机械和设备;土工机械、挖掘机械;挖掘机;
TV663+.5 水利工程;水利枢纽、水工建筑物;水闸;闸门;浮式闸门;
TU229 建筑科学;建筑设计;房屋细部构造设计;楼梯、坡道、电梯;
S276.3 农业科学;农业工程;农田水利;排水;排水系统;
TV131.61+1 水利工程;水利工程基础科学;水力学;水工模型;水工模型试验;正态模型;
U213.2+14 铁路运输;铁路线路工程;线路构造;轨道;轨道结构理论、轨道设计;轨道支撑及装置;
TD724 矿业工程;矿山安全与劳动保护;矿井通风;通风系统、通风方法与设备;
TB565+.5 声学工程;水声工程;水声仪器与设备;水池、水槽;
TU991.34+3 建筑科学;配水工程;蓄水构筑物及其设备;水池;
U455.8 公路运输;隧道工程;隧道施工;竖井工程;
U213.6+1 铁路运输;铁路线路工程;线路构造;道岔;转辙器;
U291.7+4 铁路运输;铁路运输管理工程;铁路枢纽;进站线路疏解、进路交叉;交叉;
TU756.4+4 建筑科学;建筑施工;各种预制构件;板、楼板;
U216.41+2 铁路运输;铁路线路工程;铁路养护与维修;除雪、防雪、防冰冻及设备;
TU352.2 建筑科学;建筑结构;特种结构;防灾结构;防风、防雪结构;
TD713 矿业工程;矿山安全与劳动保护;矿井大气;瓦斯突出的预防和处理;
S156.99 农业科学;农业基础科学;土壤学;土壤改良;其他土壤改良;
TU991.34+2 建筑科学;市政工程;给水工程;配水工程;蓄水构筑物及其设备;水塔;
U667.1 水路运输;船舶工程;船舶舾装设备;桅杆设备;
TU233 建筑科学;建筑设计;房屋细部构造设计;烟囱;
TU731.2 建筑科学;建筑施工;施工设备;现场设备;脚手架;
TD236 矿业工程;矿山设计与建设;凿岩爆破工程;掏槽方法;
P634.4+2 地质、矿产普查与勘探;钻探工程;钻具及工具;钻进工具;
TU823.1 建筑科学;房屋建筑设备;排水设备;下水道系统;
TH133.33+3 工业技术;机械、仪表工业;机械零件及传动装置;转动机件;轴承;滚动轴承;滚针轴承;
U464.238 交通运输;公路运输;汽车工程;汽车发动机;旋转活塞式发动机;部件;冷却系统;
TH323 工业技术;机械、仪表工业;泵;容积泵;隔膜泵;
TK264.2 能源与动力工程;蒸汽动力工程;蒸汽轮机（蒸汽透平、汽轮机）;构造;安全装置;
TJ51+5 武器工业;爆破器材、烟火器材、火炸药;爆破器材;爆破药包;
TB652 工业技术;一般工业技术;制冷工程;制冷机械和设备;压缩机;
TH117.2+1 机械、仪表工业;机械学（机械设计基础理论）;机械摩擦、磨损与润滑;润滑;润滑器具;
U464.174 公路运输;汽车工程;汽车发动机;往复式发动机;各种类型往复式发动机;气体燃料发动机;
TH132.47 机械、仪表工业;机械零件及传动装置;机械传动机构;啮合传动;凸轮;
TS914.23 轻工业、手工业;五金制品工业;五金制品;日用五金制品;炉灶及灶具;
TH133.31+3 机械、仪表工业;机械零件及传动装置;转动机件;轴承;滑动轴承;塑料滑动轴承;
TJ43+1.2 武器工业;弹药、引信、火工品;引信;武器用引信;地雷引信;
TJ43+1.7 武器工业;弹药、引信、火工品;引信;武器用引信;水中兵器引信;
U464.136+.2 汽车工程;汽车发动机;往复式发动机;部件、零件;燃料供给系统;化油器;
TJ51+4 武器工业;爆破器材、火炸药;爆破器材;爆破筒;
TK229.5 工业技术;能源与动力工程;蒸汽动力工程;蒸汽锅炉;各种类型锅炉;水管锅炉;
TH133.4 机械、仪表工业;机械零件及传动装置;转动机件;联轴器;
U667.7 交通运输;水路运输;船舶工程;船舶舾装设备;消音设备;
E922.12 武器、军用器材;步兵武器、枪械及其他近战武器;枪械;步枪;
TJ22 工业技术;武器工业;枪械;步枪;
TB657.6 一般工业技术;制冷工程;制冷机械和设备;制冷设备;精馏及其设备;
TK227.3 能源与动力工程;蒸汽动力工程;蒸汽锅炉;运行;炉灰、炉渣的清除;
TH132.45 机械、仪表工业;机械零件及传动装置;机械传动机构;啮合传动;链传动;
TH132.2+1 机械、仪表工业;机械零件及传动装置;机械传动机构;摩擦传动;摩擦轮;
TH132.2+2 机械、仪表工业;机械零件及传动装置;机械传动机构;摩擦传动;摩擦分合装置;
TB657.7 工业技术;制冷工程;制冷机械和设备;制冷设备;气体分离设备;
TH133.4 工业技术;机械、仪表工业;机械零件及传动装置;转动机件;联轴器、离合器;
TH138.52+3 机械;机械零件及传动装置;控制阀;方向阀;
U270.38+1 车辆工程;车体构造及设备;车辆设备;电气照明设备;
U260.4+1 机车工程;一般性问题;机车设备与材料;电气照明设备;
U463.65+1 汽车工程;汽车结构部件;照明与信号系统;照明灯;
TK229.5 能源与动力工程;蒸汽动力工程;蒸汽锅炉;各种类型锅炉;水管锅炉;
U261.163+.1 机车工程;蒸汽机车;锅炉部分;锅炉特殊附属装置;冷凝系统;冷凝器;
U260.331+.5 机车工程;一般性问题;机车构造;走行部分;转向架;减振装置;
U464.133+.3 汽车工程;汽车发动机;部件、零件;曲轴、飞轮及扭振减震器;
TH133.5 工业技术;机械、仪表工业;机械零件及传动装置;转动机件;连杆、曲柄;
E925.25 武器、军用器材;海军武器;水中武器;深水炸弹;
TJ65+1 武器工业;水中兵器;深水炸弹及发射装置;各种深水炸弹;
TQ054+.9 一般性问题;化工机械与仪器、设备;化工用炉灶、化工窑;炉窑附属设备;
TF748.91 工业技术;冶金工业;炼钢;炼钢炉;回转炉;
TF806.12 冶金工业;一般性问题;有色冶金炉;烧结用炉;回转炉;
U213.5+2 铁路运输;铁路线路工程;线路构造;钢轨联接及扣件;螺栓;
O363.2 力学;流体力学;物理-化学流体动力学;界面和毛细流动;
TH132.44 机械工业;机械零件及传动装置;机械传动机构;啮合传动;蜗轮蜗杆传动;
TH132.429 机械工业;机械零件及传动装置;机械传动机构;啮合传动;齿轮及齿轮传动;其他齿轮;
TH132.2+2 机械工业;机械零件及传动装置;机械传动机构;摩擦传动;摩擦分合装置;
TJ765.2 工业技术;武器工业;火箭、导弹;导弹;制导与控制;飞行控制系统;
U464.232 汽车工程;汽车发动机;旋转活塞式发动机;部件;密封结构;
U463.65+4 汽车工程;汽车结构部件;电气设备及附件;照明与信号系统;转向信号装置;
TK513.1 能源与动力工程;特殊热能及其机械;太阳能技术;太阳能转换装置和设备;聚光器;
TK243.1 能源与动力工程;蒸汽动力工程;蒸汽机;构造;滑阀室;
TK474.8 工业技术;能源与动力工程;内燃机;燃气轮机（燃气透平）;压气机部分;
TU833+.1 房屋建筑设备;空气调节、采暖、通风及其设备;供热;供热系统和供热设备;
TU822+.1 建筑科学;房屋建筑设备;房屋卫生技术设备;热水供应设备;热水供应系统;
TU995.2 工业技术;建筑科学;市政工程;城市集中供热;蒸汽系统;
TU995.1 建筑科学;市政工程;城市集中供热;热水系统;
TF713.2 冶金工业;炼钢;转炉炼钢;熔炼过程及操作;冷却;
TJ43+3.5 武器工业;弹药、引信、火工品;引信;定时引信;化学定时引信、电化学定时引信;
U463.33+5.1 公路运输;汽车工程;汽车结构部件;悬挂零部件;减震器（缓冲器）;
U463.64+3 公路运输;汽车工程;汽车结构部件;电气设备及附件;点火系统;火花塞;
TF748.41 工业技术;冶金工业;炼钢;炼钢炉;电炉;电弧炉;
TG232.4 铸造;铸造机械设备;熔炼设备;反射炉;
TN752 无线电电子学;基本电子电路;振荡技术、振荡器;振荡器;
U464.231 公路运输;汽车工程;汽车发动机;旋转活塞式发动机;部件;缸体、缸盖、活塞;
U173.2 交通运输;综合运输;管道运输;管道结构与设计;管件;
V229+.8 航空;飞机构造与设计;航空机械元件、标准件、型材;焊接接头;
U464.177 汽车发动机;往复式发动机;各种类型往复式发动机;稀薄燃烧发动机;
TH132.3+1 机械、仪表工业;机械零件及传动装置;机械传动机构;挠性传动;各种材料传动带;
TK413.9 能源与动力工程;内燃机;汽油机;构造;点火系统;
TJ65+1 武器工业;水中兵器;深水炸弹及发射装置;各种深水炸弹;
E925.25 武器、军用器材;海军武器;水中武器;深水炸弹;
TJ414.+4 武器工业;弹药、引信、火工品;弹药;炸弹;练习炸弹、试验炸弹;
U464.17 汽车发动机;往复式发动机;各种类型往复式发动机;
U261.163+.1 机车工程;蒸汽机车;锅炉部分;冷凝系统;冷凝器;
TH133.4 机械、仪表工业;机械零件及传动装置;转动机件;联轴器、离合器;
TK223.5 能源与动力工程;蒸汽动力工程;蒸汽锅炉;锅炉构造;水处理及给水装置;
U464.331+.4 汽车工程;汽车发动机;燃气轮机;燃气轮部分;燃烧室;
TK474+.9 能源与动力工程;内燃机;燃气轮机（燃气透平）;燃烧室;
TJ63+5 武器工业;水中兵器;鱼雷及其发射装置;鱼雷发射装置;
TJ65+5.1 武器工业;水中兵器;深水炸弹及发射装置;火箭式发射装置;
TK229.4 能源与动力工程;蒸汽动力工程;蒸汽锅炉;各种类型锅炉;火管锅炉;
TK223.1 工业技术;能源与动力工程;蒸汽动力工程;蒸汽锅炉;锅炉构造;构件;
E924.4 军事技术;武器、军用器材;炮兵武器;加农炮;
TB41 一般工业技术;工业通用技术与设备;爆破技术;
TF542+.5 冶金工业;炼铁;高炉操作;开炉、配料;开炉、装料;
E924.1 军事技术;武器、军用器材;炮兵武器;迫击炮;
TJ34 工业技术;武器工业;火炮;加农炮;
U464.174 汽车工程;汽车发动机;往复式发动机;各种类型往复式发动机;气体燃料发动机;
TK737 能源与动力工程;水能、水力机械;水轮机;小型水轮机;
TH133.31+3 机械、仪表工业;机械零件及传动装置;转动机件;轴承;滑动轴承;塑料滑动轴承;
TH133.33+1 机械、仪表工业;机械零件及传动装置;转动机件;轴承;滚动轴承;滚珠轴承;
TU996.7+1 市政工程;城市燃气供应;燃气管道及设备;贮气设备、贮气罐;
U464.142+.1 汽车工程;汽车发动机;往复式发动机;部件、零件;起动系统;电力起动;
TH311 工业技术;机械、仪表工业;泵;叶片式泵;离心泵;
TH133.4 工业技术;机械、仪表工业;机械零件及传动装置;转动机件;联轴器、离合器;
TK413.9 能源与动力工程;内燃机;汽油机;构造;点火系统;
TQ523.1 炼焦化学工业;煤的低温干馏、中温干馏;低温干馏炉与设备;
TJ45+2.3 武器工业;弹药、引信;火工品;引信雷管;电雷管;
TJ45+1.2 武器工业;弹药、引信;火工品;火帽、底火;底火火帽;
TK227.8 能源与动力工程;蒸汽动力工程;蒸汽锅炉;运行;炉内给、排水处理;
TQ573+.4 化学工业;感光材料工业;机械与设备;干燥设备;
TP392 自动化技术、计算机技术;计算技术、计算机技术;计算机的应用;各种专用数据库;
V241.61+3 航空;航空仪表、航空设备、飞行控制与导航;导航仪表及传感器;航向仪表;天文罗盘;
TP311.5 自动化技术;计算技术、计算机技术;程序设计、软件工程;软件工程;
TL352.1 原子能技术;核反应堆工程;反应堆部件及其设计、制造;燃料元件和组件;结构及设计;
TN141.3 无线电电子学、电信技术;真空电子技术;电子束器件、X射线管、阴极射线管;显示器件;电视显像管;
V211.754 航空、航天;航空;基础理论及试验;空气动力学;实验空气动力学;风洞;风洞部件;
TB854+.11 摄影技术;摄影机具与设备;暗房设备、洗印设备;暗房设备;显影机;
J624.3 音乐;器乐理论与演奏法;键盘、簧乐理论和演奏法;手风琴;
TN919.81 无线电电子学、电信技术;通信;图像通信、多媒体通信;图像编码;
TP317.1 自动化技术、计算机技术;计算技术、计算机技术;计算机软件;程序包（应用软件）;办公自动化系统;
TP277 自动化技术、计算机技术;自动化技术及设备;自动化系统;监视、报警、故障诊断系统;
P216+.2 测绘学;普通测量学、地形测量学;高程测量;气压高程测量;
O432.2 物理学;光学;光辐射、光度学、色度学;光度学（测光学）;
TL64 工业技术;原子能技术;受控热核反应;热核反应堆;
P111.47 天文学;天文观测设备与观测资料;天文仪器;天体物理仪器;干涉仪;
TP332.2 计算机技术;计算技术、计算机技术;电子数字计算机;运算器和控制器（CPU）;运算器;
O351.2 数理科学和化学;力学;流体力学;普通流体力学;流体动力学;
TB853.1+4 摄影技术;摄影机具与设备;摄影设备;摄影机;立体摄影机;
O536 物理学;等离子体物理学;辐射与测量;
TL818+.5 原子能技术;辐射探测技术;辐射探测技术;辐射剂量计;化学剂量计和生物剂量计;
TL818+.7 原子能技术;辐射探测技术;辐射探测技术;辐射剂量计;发光剂量计;
O571.55+1 物理学;原子核物理学;中子物理;中子截面;吸收截面;
TK513.1 太阳能技术;太阳能转换装置和设备;聚光器;
TN912.33 电声技术和语音信号处理;语音信号处理;语音合成;
[TP334.5] 自动化技术、计算机技术;电子数字计算机;外存储器;
G614 教育;教育;学前教育、幼儿教育;教具;
TP334.2 计算机技术;计算技术、计算机技术;电子数字计算机;外部设备;输入设备;
TH85+1 机械、仪表工业;仪器、仪表;显示仪表;直接指示仪;
{TF345.04} 炼钢机械与生产自动化;炼钢生产自动化;炉料和钢水自动称量;
P414.9+5 大气科学（气象学）;云和降水测定仪器;雨量器、雨量计、量雪尺;
P49 地球科学;大气科学（气象学）;应用气象学;
TM925.91 电气化、电能应用;家用电器及其他电器设备;其他电器;家用报警器;
TH137.52+2 液压传动;液压元件;液压控制阀;流量控制阀;
TL815+.4 原子能技术;粒子探测技术、辐射探测技术与核仪器仪表;粒子径迹探测器;闪烁室;
TL815+.2 原子能技术;粒子探测技术、辐射探测技术与核仪器仪表;粒子径迹探测器;云雾室;
TL815+.3 原子能技术;粒子探测技术、辐射探测技术与核仪器仪表;粒子径迹探测器;气泡室;
[P128.4] 天文学、地球科学;天文学;天体测量学;实用天文学;天文导航;
TN965.8 无线电电子学;无线电导航;导航设备、导航台;导航计算机;
TB934 工业技术;一般工业技术;计量学;力学计量;速度与加速度计量;
TQ584+.2 化学工业;磁性记录材料工业;原材料及辅助物料;载体;
TM503+.3 电工技术;电器;一般性问题;结构;双金属片;
O329 数理科学和化学;力学;振动理论;振动测量技术;
P315.02 地球物理学;固体地球物理学;地震学;理论与方法;物理地震学;
TH711 仪表工业;仪器、仪表;计量仪器;长度计量仪器;
TH824 机械、仪表工业;仪器、仪表;力学量测量仪表;速度测量仪表;
P111.6 天文学;天文观测设备与观测资料;天文仪器;天象仪;
TH74 工业技术;机械、仪表工业;仪器、仪表;光学仪器;
TB854+.22 摄影技术;摄影机具与设备;洗印设备;洗印设备;印片机;
TM714.2 电工技术;输配电工程、电力网及电力系统;负荷分析;电压调整;
J624.1 音乐;器乐理论与演奏法;键盘、簧乐理论;钢琴;
TS953.33 其他轻工业、手工业;乐器制造工业;西乐器;弓弦乐器;
TM916.2 工业技术;电工技术;独立电源技术（直接发电）;磁流体发电;磁流体发电装置;
TM925.91 电工技术;电气化、电能应用;家用电器及其他电器设备;其他电器;家用报警器;
TH132.41 机械、仪表工业;机械零件及传动装置;机械传动机构;啮合传动;齿轮及齿轮传动;
TB853.1 一般工业技术;摄影技术;摄影机具与设备;摄影设备;摄影机;
TB84 工业技术;一般工业技术;摄影技术;感光材料;
TN751.2 无线电电子学、电信技术;基本电子电路;振荡技术、振荡器;振荡技术;谐振;
TL38+4 原子能技术;核反应堆工程;反应堆运行与维修;核燃料管理;
P234.1 测绘学;摄影测量学与测绘遥感;非地形摄影测量;近影摄影测量;
TN629.1 无线电电子学、电信技术;电子元件、组件;微波传输控制元件;空腔谐振器;
[TU198+.3] 建筑科学;建筑勘测;建筑工程测量及制图;摄影测量;
TH755 机械、仪表工业;仪器、仪表;天文仪器;天象仪;
P287 地球科学;测绘学;地图制图学（地图学）;地图模型、地球仪;
U464.134+.3 往复式发动机;部件、零件;配气机构;气门及驱动机构;
TS953.23 其他轻工业、手工业;乐器制造工业;中国民族乐器;弓弦乐器;
TH133.3 机械、仪表工业;机械零件及传动装置;转动机件;轴承;
TB853.3 一般工业技术;摄影技术;摄影机具与设备;摄影设备;特技摄影装置;
TS953.33 其他轻工业、手工业;乐器制造工业;西乐器;弓弦乐器;
TM933.3+1 电气测量技术及仪器;电数量的测量及仪表;功率测量及仪器;功率因数测量、功率因数表;
TM933.3+2 电气测量技术及仪器;电数量的测量及仪表;功率测量及仪器;输入、输出功率测量;
TH742 机械、仪表工业;仪器、仪表;光学仪器;显微镜;
P631.1+21 地球科学;地质、矿产普查与勘探;地球物理勘探;重力勘探;方法;振摆测量;
TH724 机械、仪表工业;坐标器、计算机具、计数器;计数器;
TP273+.5 自动化系统;自动控制、自动控制系统;计算机控制、计算机控制系统;
TS953.36 其他轻工业、手工业;乐器制造工业;西乐器;打击乐器;
